Property ID,Listing Agent ID,Listing Date,Property Type,Address,City,State,ZIP Code,Country,Price,Number of Bedrooms,Number of Bathrooms,Square Footage,Lot Size,Year Built,Amenities,Description,Status
859,6364,2023-08-09,Condo,090 Paul Radial,Port Juan,MT,78632,USA,2653146,7,3,2963,12706,1966,Swimming Pool,Produce close make floor. Better wall simple full.,Sold
860,7840,2023-06-04,Condo,345 Teresa Shoals Suite 795,Stevenburgh,FL,55214,USA,2919705,5,5,12421,49808,2010,"Gym, Garage, Fireplace","Positive check whom provide. Will consider training land few instead behind.
Peace car hotel finish. Medical best reflect politics hour word. International accept hour central special able.",Sold
861,2794,2023-11-15,Single Family Home,8054 Keller Mount Apt. 540,Jacksonburgh,IN,91252,USA,1394098,5,5,13487,27006,1979,"Swimming Pool, Garden","Contain party authority. Field certainly hit bag.
Upon field education dog rich. Meet war behind ask night firm serious.
Most seven in land particularly available doctor. Rest why gun must live call.",Sold
862,6241,2023-10-26,Apartment,5227 Joseph Springs Suite 546,Port Josephmouth,AR,73037,USA,2812822,4,5,8079,20280,2007,"Garage, Gym, Garden","Water stand sure military story. Special not material system participant box.
Crime that glass doctor. However magazine set strong. Official seek occur study each.",Active
863,3620,2023-12-29,Apartment,233 Anderson Locks Suite 154,North Angelica,MT,35965,USA,2191389,2,3,5629,21810,1960,"Garden, Garage, Gym","Different building hope itself air. Career woman care environmental yourself.
What maybe response huge. Commercial next need of free seven.
Rule education offer throw else great about.",Sold
864,7156,2023-04-30,Condo,7553 English Place Suite 204,Lake Matthew,AL,04143,USA,1527759,5,5,2748,12577,2013,"Gym, Garage","Space south street bed strategy. Pull mission hot mean animal. Law cost include nor national.
Develop particularly family sign seem. Indicate when boy himself thus page modern.",Pending
865,9149,2023-07-12,Single Family Home,997 Cody Wall Suite 882,South Jeffrey,RI,83048,USA,2550338,2,4,13623,24379,1996,"Garage, Garden, Gym, Swimming Pool","Within local hair audience. That rest last why.
Manage throughout else political politics. Thought necessary instead dinner stock. Away politics forward wall. Shoulder production but.",Pending
866,3462,2024-01-17,Condo,89798 Gloria Lock Apt. 671,West Jason,PA,89904,USA,515728,10,2,2523,35287,2004,"Swimming Pool, Gym",Major present agency focus indeed once hotel generation. Expect both speak recent successful visit billion middle. Put stay season general home especially.,Active
867,5156,2023-03-06,Apartment,6692 Robert Vista,New Michele,GU,34270,USA,173673,3,2,3047,10274,1951,"Swimming Pool, Garage, Garden, Gym, Fireplace",Style cover success she. Offer condition cost current smile drug us. Car clear nature include concern this next.,Pending
868,1966,2023-04-10,Single Family Home,778 Kimberly Valleys Apt. 601,Farrellview,NV,23314,USA,1161712,8,2,11724,29201,2021,"Gym, Swimming Pool, Garden, Fireplace, Garage","Laugh although total candidate reality certainly loss. Mind contain everything sell.
Out relate whose ok wife technology word. Heavy behind significant better task. Cover weight trade on seem most.",Sold
869,3707,2023-07-19,Apartment,34094 Ronald Tunnel Apt. 664,East Thomasbury,PW,91471,USA,209771,1,2,945,43354,1979,"Swimming Pool, Fireplace, Gym, Garden, Garage",Time collection international themselves reduce special investment. Travel simple guess cover travel. Worry trial as receive although.,Sold
870,8388,2023-10-16,Condo,776 Mcneil Causeway Apt. 661,East Johnny,DC,45058,USA,2334187,2,3,6195,46290,2014,Fireplace,"Country when check form allow treatment avoid. Indeed simply follow pass ask.
Health reveal degree season young leave south. Pattern too maintain any cold.",Active
871,5158,2023-03-01,Apartment,15362 Roberts Burgs Apt. 373,East Anitaport,NJ,46838,USA,1143410,1,3,2893,24962,1961,"Swimming Pool, Garden, Gym, Garage",Contain amount tree guess head. Will able unit even defense trial vote. Make after Republican soldier star industry always spend.,Active
872,6009,2023-08-14,Apartment,41594 Amanda Mountains,New Stacey,TN,71423,USA,781725,1,1,8533,9029,1962,"Garage, Swimming Pool","Teach able age dog we large health. Find view produce professor food race ball.
Career season market price anything far.",Pending
873,7662,2023-09-13,Single Family Home,7332 Mann Gateway Apt. 159,Port Jenniferburgh,ME,74093,USA,2068909,9,3,12735,41300,1986,"Garage, Garden",Those alone popular these. Mouth poor especially moment entire spend. Another anything election wonder certain still win.,Pending
874,6518,2024-01-15,Single Family Home,6496 Brady Skyway,Lindseytown,ID,68920,USA,1692853,9,5,3306,35317,1996,"Fireplace, Garage, Gym","Give finally ability bag hotel blue visit dream. Great system even force.
Become option any follow early agree. The lose game edge whose industry. Moment view recently.",Pending
875,5194,2023-08-26,Apartment,30384 Robertson Square,Smithborough,KY,51874,USA,2376283,10,5,12173,40075,1996,Fireplace,Son bar sell hospital end cold. Money beat well including growth never everybody writer. Development plan receive reason newspaper.,Sold
876,8123,2023-07-22,Single Family Home,778 Juarez Ramp Suite 825,Port Kellyshire,NC,43978,USA,1153734,7,5,8566,29681,1965,"Gym, Garage, Garden, Swimming Pool","Respond development do resource. What affect stuff project. Into improve note.
Discussion realize site high these determine. Another identify pattern read. Record image close end father give section.",Pending
877,7722,2023-05-30,Condo,908 Rich Inlet Apt. 699,Jeffersonbury,CT,77999,USA,1996956,2,4,7929,36942,1990,"Swimming Pool, Garage, Gym, Garden, Fireplace",Teach husband popular fire human movie onto. Feel street issue remain home risk pretty. Stock listen federal else.,Pending
878,1785,2023-07-03,Single Family Home,4647 Elizabeth Village Apt. 850,Port Katherine,MN,76191,USA,728469,1,1,2875,49441,2016,Gym,"Follow majority site those director concern likely. Police serious radio all close late term. Nearly win buy too.
Fish teach wear law herself. Then each story.",Sold
879,7272,2024-02-02,Single Family Home,9412 Walker Brook Suite 064,South Crystal,WV,07246,USA,2656767,9,3,10871,17475,1999,"Gym, Fireplace, Garden","Serious street finish. Always rate before his work reach significant.
Hospital paper agency buy. Page ready moment including share garden. Official side wall even blood lay yard.",Sold
880,4811,2024-01-25,Single Family Home,584 Anderson Stravenue Suite 147,North Adamfort,ID,13502,USA,1428497,7,2,9659,28643,1983,"Swimming Pool, Gym, Garden, Fireplace",Religious attack free reduce effort federal. Certainly process although local. High author push him of range.,Sold
881,1282,2023-04-30,Condo,491 Wilson Shores Apt. 849,New Juanmouth,KS,43186,USA,1289226,2,5,4613,45586,2022,"Gym, Fireplace","Service most image son box live condition. Teach notice crime child training those yes. Three or side admit could gas.
Increase fish report time number free door. Increase surface material month.",Active
882,4612,2023-10-10,Apartment,38925 Jonathan Walk,Lake Miguel,CT,07693,USA,677517,6,1,616,26809,1960,"Gym, Garden, Fireplace, Swimming Pool, Garage",Similar everything population moment use. Majority standard chair stock. Field customer difficult happy admit. Office person product production fight watch rule bag.,Pending
883,7079,2023-08-06,Apartment,3007 Ward Dale Apt. 585,Port Brett,PR,50240,USA,2360843,8,4,3974,39675,1978,Garden,Sense bed next note together position together. Million street girl truth measure something out beat.,Pending
884,4367,2023-11-07,Single Family Home,25592 Jon Avenue,Mahoneyview,NY,36510,USA,837147,3,1,8169,43987,2014,"Fireplace, Garden, Swimming Pool, Garage, Gym","Employee late forward bit. International executive for sport. A increase partner star cup gun.
Strong start believe business worker fact force. Assume management clearly Mrs.",Active
885,9600,2023-11-04,Apartment,56981 Carol Point Suite 611,East Latoya,WV,37717,USA,469069,10,2,2093,8766,2001,"Gym, Swimming Pool",Fight majority action him dark great. Relate these within difference certain sign woman. Attention almost budget north campaign lot yeah.,Sold
886,5209,2024-01-29,Apartment,49402 Young Freeway Suite 713,Port Lori,PA,44613,USA,898867,6,1,5423,12976,1989,"Swimming Pool, Garden, Fireplace, Gym, Garage","Type book it traditional magazine PM outside attention. East child particularly sport everyone especially part.
Car simply develop Democrat interview painting dog. Race record dark sell everyone.",Active
887,2290,2023-08-17,Condo,58399 Martinez Manor,West Monica,NH,49250,USA,1461613,8,2,5736,18249,1962,"Fireplace, Swimming Pool, Gym","Table instead else indicate. Four reach school think Congress group sport.
Little new explain rise. In with everyone party visit threat write fear. Computer mother city.",Sold
888,6143,2023-10-29,Apartment,453 Brown Squares,Daleborough,KS,67642,USA,1443774,10,4,13867,21405,1974,"Swimming Pool, Gym, Garage",Use reason nearly third lay worry five. Remember my data job write mean. Left traditional cover mention woman end fight.,Active
889,8891,2023-09-03,Apartment,125 Edwards Estates Suite 889,Parkside,TX,94999,USA,2637979,5,5,10605,41764,2001,"Garden, Fireplace","Current image popular million old though. Pull course huge leader edge.
Majority particularly thank art risk yard.",Pending
890,1062,2023-10-28,Single Family Home,79793 Richard Inlet Suite 970,Hallmouth,MA,85380,USA,1602828,9,2,14339,30643,1964,"Garden, Fireplace, Swimming Pool","Building though agent your program clearly college. Cell north history yet realize message.
Nation choice open form gas way. Their boy thank though support.",Pending
891,7512,2023-04-19,Single Family Home,15746 Nguyen Station,Zimmermanville,NM,59294,USA,899850,1,1,5406,10477,1998,Garden,Still gun lose so office decade especially ground. Account first quite attention development including north.,Active
892,6082,2024-01-14,Apartment,6340 Jackson Streets Suite 706,Port Josephport,IA,29641,USA,425352,3,3,5109,7411,1994,"Swimming Pool, Garden, Fireplace, Garage",Suddenly try key lay crime conference outside. Evidence your save team indicate. Dog son but certainly executive chance bring.,Active
893,7880,2023-11-25,Condo,6716 Hoffman Port,Lake Charles,OK,55746,USA,1442787,7,3,14795,28960,1974,"Garden, Gym, Fireplace","Notice answer appear yes baby before. Professor whom new identify position.
Keep name imagine rather major really back. Statement hard red executive couple.",Sold
894,9627,2023-10-29,Condo,0433 Martin Locks,Lake Michaelside,VI,52096,USA,497664,8,1,2635,33156,1965,"Fireplace, Swimming Pool, Gym",Respond wrong real scene daughter woman. Raise nothing strong music edge recognize rise. Arrive word case perform.,Active
895,5803,2023-09-28,Condo,98340 Jasmine Orchard,Jacquelinefort,AL,88533,USA,1691106,3,2,8813,29977,2005,"Garage, Garden, Gym",Everyone work company make mention population. Into talk wife future. Natural peace might add drop huge day then.,Sold
896,5465,2023-06-15,Apartment,72586 Lang Road,New Deborahberg,MP,51260,USA,2941925,10,5,2455,26425,1961,"Swimming Pool, Garage","Base stop chair run through. Head race often help officer. Charge defense if only white fall.
Notice reality environmental sit suffer. Public reflect various will. Any ready window rock teacher.",Sold
897,9631,2023-05-28,Condo,364 Rebecca Squares,West Michaelborough,MH,12907,USA,1300183,9,2,9011,37397,1982,"Garden, Fireplace, Garage, Swimming Pool","Beyond blood fish. Plant own same second somebody traditional manager.
Language past mouth agree dream. Her address late yet economic yourself. Spend popular minute there two child.",Sold
898,2909,2023-03-22,Apartment,1926 Martin Plaza Suite 009,North Valerie,VT,08641,USA,1402817,4,4,5054,27676,2005,"Gym, Swimming Pool, Garage",Phone those give season method evening animal. Maintain drive state pressure do. Receive fly boy spend skin. Painting generation concern such community product.,Pending
899,5210,2023-08-21,Apartment,26766 Morgan View,West Patricia,DE,12837,USA,1792707,2,4,2159,33960,2017,"Garden, Fireplace, Swimming Pool, Garage","Exist time end enough none training least.
Pm ball speech cup food wonder floor. Eye necessary almost coach fast skill school.
Every environmental probably so our.",Active
900,1724,2024-02-01,Apartment,370 Sarah Brooks Suite 015,Port Wayne,PW,83367,USA,1546772,8,2,10179,40271,2015,"Garage, Swimming Pool, Fireplace, Garden, Gym",Because Mr serious drive where design draw service. Sing world star dream idea. Between attack lead any.,Sold
901,3135,2023-04-04,Condo,72260 Jeffrey Manor,South Davidport,ND,31193,USA,2663552,8,5,2491,49894,1951,"Gym, Fireplace, Swimming Pool, Garden",Expect leave issue ready staff. Himself upon white wrong light choose example. Minute cut lot space arm budget executive hot.,Sold
902,3911,2024-01-23,Apartment,41698 Whitney Key,Nicolemouth,MI,53519,USA,983996,3,3,1289,10350,1979,"Fireplace, Garden, Swimming Pool","Again close itself drug manager. Into wall report body finally page arrive. Term wonder staff student win show.
Young time maybe tree face they enter. Left if tend low entire someone.",Sold
903,6065,2023-08-27,Apartment,9867 Kristy Springs Suite 148,Michelletown,NE,71860,USA,438101,8,3,1045,19036,1985,Fireplace,Benefit organization car any develop maybe only. Think business nearly forget marriage impact break mother.,Pending
